Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
457,Mickey Gasper#,29,MIN,AL,-0.4,29,68,57,8,7,1,0,0,4,0,0,8,17,.123,.254,.140,.394,13,.212,18,8,0,2,1,0,0,DH/3247,,gaspemi01
458,Weston Wilson,30,PHI,NL,-0.2,33,68,60,7,14,2,0,2,10,0,1,8,18,.233,.324,.367,.690,89,.317,98,22,1,0,0,0,0,7/H31D45,,wilsowe01
459,Tim Elko,26,CHW,AL,-0.3,20,67,62,6,9,1,0,4,8,1,0,5,28,.145,.209,.355,.564,55,.259,57,22,1,0,0,0,0,3/D,,elkoti01
460,Gustavo Campero#,27,LAA,AL,-0.3,28,66,58,9,10,1,0,3,8,4,1,5,14,.172,.273,.345,.618,71,.282,69,20,2,3,0,0,0,9/H78D,,campegu01
461,Jakob Marsee*,24,MIA,NL,1.2,18,66,56,9,21,8,1,4,17,6,1,9,12,.375,.455,.768,1.222,231,.517,227,43,1,0,0,1,0,8/7H9,,marseja01
462,Jorbit Vivas*,24,NYY,AL,-0.3,29,66,56,6,9,2,0,1,5,0,0,5,13,.161,.266,.250,.516,45,.241,43,14,0,3,0,0,0,45/H,,vivasjo01
463,Jarred Kelenic*,25,ATL,NL,-0.6,24,65,60,7,10,2,0,2,2,0,1,5,23,.167,.231,.300,.531,48,.230,43,18,1,0,0,0,0,9/H7D,,kelenja01
464,Willie MacIver,28,ATH,AL,0.3,20,65,60,4,14,5,0,2,6,2,0,5,14,.233,.292,.417,.709,94,.311,89,25,1,0,0,0,0,2/1,,macivwi01
465,Jorge Mateo,30,BAL,AL,-0.5,31,65,61,7,11,3,0,1,3,14,1,4,23,.180,.231,.279,.509,43,.270,37,17,1,0,0,0,0,6H/84D517,,mateojo01
466,MJ Melendez*,26,KCR,AL,-0.6,23,65,60,5,5,2,0,1,1,0,0,3,23,.083,.154,.167,.321,-10,.150,-21,10,0,2,0,0,0,7/9HD,,melenmj01
467,Nick Sogard#,27,BOS,AL,-0.1,17,65,59,10,15,5,0,0,3,0,0,3,12,.254,.323,.339,.662,85,.293,82,20,3,3,0,0,0,3/546H,,sogarni01
468,Nick Maton*,28,CHW,AL,-0.1,25,63,54,5,9,2,0,2,4,0,1,9,19,.167,.286,.315,.601,69,.264,69,17,0,0,0,0,0,D/H3479,,matonni01
469,Vidal Bruján#,27,3TM,2LG,-0.2,41,62,56,9,13,3,0,0,4,2,1,5,14,.232,.290,.286,.576,68,.259,66,16,1,0,0,1,0,H5/97468D,,brujavi01
469,Vidal Bruján#,27,2TM,NL,-0.2,40,61,55,9,12,3,0,0,4,2,1,5,14,.218,.279,.273,.551,61,.249,58,15,1,0,0,1,0,H5/9746D8,,brujavi01
469,Vidal Bruján#,27,CHC,NL,-0.4,36,47,45,6,10,3,0,0,3,2,1,1,12,.222,.234,.289,.523,52,.225,44,13,1,0,0,1,0,H5/749D68,,brujavi01
469,Vidal Bruján#,27,BAL,AL,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,469,.891,536,1,0,0,0,0,0,/8,,brujavi01
469,Vidal Bruján#,27,ATL,NL,0.2,4,14,10,3,2,0,0,0,1,0,0,4,2,.200,.429,.200,.629,86,.328,107,2,0,0,0,0,0,/96H,,brujavi01
470,Oscar González,27,SDP,NL,-0.5,21,61,59,2,13,1,0,0,4,0,1,2,13,.220,.246,.237,.483,36,.210,26,14,1,0,0,0,0,7/9HD,,gonzaos01
471,Sam Hilliard*,31,COL,NL,-0.2,20,61,51,8,10,3,1,2,3,2,1,10,23,.196,.328,.412,.740,97,.326,95,21,1,0,0,0,0,/7H89D,,hillisa01
472,Jonny DeLuca,26,TBR,AL,0.6,20,59,57,5,19,1,3,0,4,6,0,2,13,.333,.356,.456,.812,126,.365,119,26,0,0,0,0,0,8/HD,,delucjo01
473,Andrew Knizner,30,SFG,NL,-0.1,23,59,55,7,9,0,0,1,2,0,0,3,8,.164,.207,.218,.425,24,.241,52,12,0,0,1,0,0,2/DH,,kniznan01
474,Ryan Noda*,29,2TM,AL,-0.2,23,59,47,3,5,0,0,1,2,1,0,11,25,.106,.276,.170,.446,30,.214,20,8,0,0,1,0,2,3/9DH,,nodary01
474,Ryan Noda*,29,CHW,AL,-0.3,16,45,34,3,3,0,0,1,1,0,0,10,19,.088,.295,.176,.472,38,.232,37,6,0,0,1,0,1,3/D9H,,nodary01
474,Ryan Noda*,29,BAL,AL,0.0,7,14,13,0,2,0,0,0,1,1,0,1,6,.154,.214,.154,.368,7,.156,-38,2,0,0,0,0,1,/9HD,,nodary01
475,Sam Huff,27,SFG,NL,-0.2,20,58,53,5,11,1,0,2,4,0,0,4,25,.208,.259,.340,.598,72,.264,70,18,2,0,0,1,0,2,,huffsa01
476,Liover Peguero,24,PIT,NL,0.3,21,58,53,7,11,1,0,4,7,2,0,4,16,.208,.276,.453,.729,100,.340,109,24,1,1,0,0,0,/634H,,pegueli01
477,Endy Rodríguez#,25,PIT,NL,-0.5,18,57,52,5,9,4,0,0,2,0,1,5,14,.173,.246,.250,.496,40,.220,36,13,0,0,0,0,0,3/2H,,rodrien01
478,Colby Thomas,24,ATH,AL,0.1,22,57,51,8,13,3,0,3,12,2,0,3,25,.255,.298,.490,.788,114,.338,108,25,2,1,0,2,0,9/H87D,,thomaco03
479,Bryce Johnson#,29,SDP,NL,0.4,35,56,50,5,15,3,0,0,4,3,0,3,15,.300,.352,.360,.712,99,.349,110,18,1,1,2,0,0,7/H89,,johnsbr03
480,Zack Short,30,HOU,AL,0.0,22,56,50,9,11,2,0,2,7,0,1,4,18,.220,.291,.380,.671,85,.279,77,19,0,1,1,0,0,6/HD,,shortza01
481,Stuart Fairchild,29,ATL,NL,-0.2,28,55,51,7,11,4,1,0,2,2,1,4,15,.216,.273,.333,.606,70,.282,75,17,2,0,0,0,0,9H/D78,,faircst01
482,Alex Freeland#,23,LAD,NL,0.1,16,54,44,6,8,1,0,0,3,1,0,8,18,.182,.321,.205,.525,52,.267,59,9,2,1,1,0,0,/54H,,freelal01
483,Jacob Melton*,24,HOU,AL,0.0,18,54,50,3,9,0,1,0,7,4,0,3,22,.180,.241,.220,.461,30,.227,20,11,2,1,0,0,0,/789H,,meltoja01
484,Brett Wisely*,26,SFG,NL,0.3,22,54,48,5,10,4,0,1,10,1,1,4,10,.208,.269,.354,.623,79,.271,77,17,0,0,2,0,0,4/H56D,,wiselbr01
485,Jace Jung*,24,DET,AL,-0.5,18,53,45,8,5,0,0,0,3,0,0,7,15,.111,.245,.111,.356,5,.188,5,5,2,1,0,0,0,5/H,,jungja01
486,Anthony Seigler*,26,MIL,NL,0.1,25,53,45,5,10,0,0,0,3,2,0,6,9,.222,.321,.222,.543,57,.271,60,10,1,1,0,1,0,5H/123D,,seiglan01
487,James Outman*,28,2TM,2LG,-0.2,24,52,47,8,5,1,1,2,4,0,0,4,21,.106,.192,.298,.490,34,.235,39,14,0,1,0,0,0,8/H79,,outmaja01
487,James Outman*,28,LAD,NL,-0.2,22,44,39,8,4,1,0,2,4,0,0,4,18,.103,.205,.282,.487,35,.221,30,11,0,1,0,0,0,8/H9,,outmaja01
487,James Outman*,28,MIN,AL,0.0,2,8,8,0,1,0,1,0,0,0,0,0,3,.125,.125,.375,.500,29,.308,89,3,0,0,0,0,0,/7,,outmaja01
488,Bryan De La Cruz,28,ATL,NL,-0.3,16,50,47,1,9,1,0,0,0,1,0,3,18,.191,.240,.213,.453,29,.233,36,10,1,0,0,0,0,7/H9D,,delacbr01
489,C.J. Kayfus*,23,CLE,AL,0.0,15,50,46,8,11,3,0,2,7,2,0,3,15,.239,.300,.435,.735,100,.327,99,20,0,1,0,0,0,9/3DH,,kayfucj01
490,Travis Jankowski*,34,3TM,2LG,-0.3,25,50,45,8,11,2,0,0,2,2,0,3,12,.244,.286,.289,.575,62,.260,53,13,0,0,1,1,0,9H/781D,,jankotr01
490,Travis Jankowski*,34,2TM,AL,-0.3,21,49,45,7,11,2,0,0,2,2,0,3,12,.244,.286,.289,.575,62,.260,53,13,0,0,0,1,0,9/H78,,jankotr01
490,Travis Jankowski*,34,CHW,AL,-0.2,7,15,14,1,3,0,0,0,0,0,0,1,3,.214,.267,.214,.481,38,.217,29,3,0,0,0,0,0,/9H8,,jankotr01
490,Travis Jankowski*,34,TBR,AL,-0.1,14,34,31,6,8,2,0,0,2,2,0,2,9,.258,.294,.323,.617,73,.279,63,10,0,0,0,1,0,/97H,,jankotr01
490,Travis Jankowski*,34,NYM,NL,0.0,4,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,/H179D,,jankotr01
491,Austin Martin,26,MIN,AL,-0.2,15,49,45,5,12,1,1,1,1,2,2,3,7,.267,.313,.400,.713,94,.296,89,18,1,0,1,0,0,8/7H4,,martiau01
492,Nasim Nuñez#,24,WSN,NL,0.1,23,49,43,6,8,2,0,0,5,7,1,5,10,.186,.271,.233,.503,46,.261,45,10,1,0,1,0,0,6/4H8,,nunezna01
493,Hayden Senger,28,NYM,NL,0.1,21,49,46,5,8,1,0,0,0,0,0,2,14,.174,.208,.196,.404,17,.183,8,9,2,0,1,0,0,2/H,,sengeha01
494,Alex Jackson,29,BAL,AL,0.7,21,48,44,11,10,7,0,3,4,0,0,1,18,.227,.292,.591,.883,140,.364,137,26,1,3,0,0,0,2/HD,,jacksal02
495,Maverick Handley,27,BAL,AL,-0.9,16,47,41,2,3,0,0,0,3,0,0,2,18,.073,.133,.073,.207,-39,.104,-60,3,0,1,2,1,0,2/H,,handlma01
496,Drew Millas#,27,WSN,NL,0.1,15,47,43,6,14,5,0,0,6,2,0,3,6,.326,.370,.442,.811,131,.363,128,19,0,0,1,0,0,2/DH,,milladr01
497,Jhonny Pereda,29,ATH,AL,0.1,17,46,40,3,7,2,0,0,3,0,0,6,13,.175,.283,.225,.508,44,.258,55,9,0,0,0,0,0,2/1H,,peredjh01
498,Víctor Robles,28,SEA,AL,-0.4,10,46,44,3,12,3,0,0,3,3,0,0,7,.273,.283,.341,.624,80,.280,72,15,1,1,0,1,0,9,,roblevi01
499,Daniel Johnson*,29,2TM,2LG,0.3,19,46,43,8,7,2,0,1,1,2,0,3,11,.163,.217,.279,.496,42,.230,36,12,0,0,0,0,0,/89H7,,johnsda07
499,Daniel Johnson*,29,SFG,NL,0.2,14,31,29,5,5,2,0,1,1,1,0,2,8,.172,.226,.345,.571,63,.258,60,10,0,0,0,0,0,/H897,,johnsda07
499,Daniel Johnson*,29,BAL,AL,0.1,5,15,14,3,2,0,0,0,0,1,0,1,3,.143,.200,.143,.343,0,.174,-13,2,0,0,0,0,0,/89H,,johnsda07
500,Jeremiah Jackson,25,BAL,AL,-0.3,14,45,44,5,15,1,2,0,4,0,2,1,12,.341,.356,.455,.810,127,.319,121,20,1,0,0,0,0,9/DH5,,jacksje02
501,Bryce Teodosio,26,LAA,AL,0.5,14,45,39,6,10,4,0,0,2,3,1,2,16,.256,.318,.359,.677,89,.297,81,14,0,2,1,1,0,8,,teodobr01
502,Jared Young*,29,NYM,NL,-0.1,18,45,41,4,7,1,0,3,5,0,0,2,15,.171,.222,.415,.637,78,.271,72,17,1,1,0,1,0,D/H17,,youngja02
503,Austin Barnes,35,LAD,NL,-0.3,13,44,42,4,9,3,0,0,2,0,0,1,14,.214,.233,.286,.518,45,.227,33,12,1,0,1,0,0,2/3DH,,barneau01
504,Rece Hinds,24,CIN,NL,-0.4,15,44,43,6,5,1,0,2,3,0,0,1,21,.116,.136,.279,.415,9,.175,-9,12,1,0,0,0,0,9/H,,hindsre01
505,Ryan Kreidler,27,DET,AL,-0.2,17,44,38,5,4,0,0,0,0,2,0,4,19,.105,.190,.105,.296,-14,.162,-29,4,0,0,2,0,0,8,,kreidry01
506,Trenton Brooks*,29,SDP,NL,-0.5,25,43,41,5,6,2,0,1,2,0,0,2,13,.146,.186,.268,.454,25,.199,12,11,2,0,0,0,0,HD/7,,brooktr01
507,Carlos Cortes*,28,ATH,AL,0.0,17,43,40,5,11,1,1,0,2,0,0,2,11,.275,.302,.350,.652,81,.284,75,14,2,0,0,1,0,9/H57,,corteca01
508,Matthew Lugo,24,LAA,AL,-0.1,17,43,42,6,10,2,1,3,6,0,0,0,16,.238,.256,.548,.803,115,.332,111,23,2,1,0,0,0,8/H79,,lugoma01
509,Kevin Pillar,36,TEX,AL,-0.1,20,43,43,6,9,2,0,0,1,3,0,0,8,.209,.209,.256,.465,36,.213,24,11,0,0,0,0,0,/8H9D7,,pillake01
510,Alan Trejo,29,COL,NL,-0.5,13,43,40,3,7,2,0,0,1,0,0,1,7,.175,.190,.225,.415,11,.184,-9,9,3,0,1,1,0,6/1,,trejoal01
511,Daz Cameron,28,MIL,NL,-0.5,21,42,41,7,8,1,0,1,3,1,0,1,13,.195,.214,.293,.507,41,.230,33,12,1,0,0,0,0,9H/7,,camerda01
512,Matt Gorski,27,PIT,NL,-0.3,15,42,41,2,8,0,1,2,4,0,1,1,16,.195,.214,.390,.605,65,.242,54,16,1,0,0,0,0,3/H87,,gorskma01
513,Luken Baker,28,STL,NL,-0.1,19,41,34,3,8,3,0,0,2,0,0,7,10,.235,.366,.324,.689,98,.319,101,11,3,0,0,0,0,DH/3,,bakerlu01
514,Kris Bryant,33,COL,NL,-0.5,11,41,39,2,6,2,0,0,1,0,0,2,13,.154,.195,.205,.400,8,.183,-7,8,1,0,0,0,0,D/H,,bryankr01
515,Oliver Dunn*,27,MIL,NL,-0.2,14,41,36,4,6,2,0,0,6,1,0,2,11,.167,.205,.222,.427,21,.196,5,8,0,0,2,1,0,5/3H,,dunnol01
516,Austin Nola,35,COL,NL,-0.2,14,41,38,2,7,1,0,0,1,0,0,2,5,.184,.225,.211,.436,18,.199,3,8,2,0,1,0,0,2/13DH,,nolaau01
517,Yuli Gurriel,41,SDP,NL,-0.5,16,40,36,2,4,1,0,0,3,0,0,4,8,.111,.200,.139,.339,-3,.169,-9,5,0,0,0,0,0,D/H3,,gourryu01
518,Kyle Karros,22,COL,NL,0.3,11,40,33,9,9,3,0,0,3,0,0,7,7,.273,.400,.364,.764,107,.349,111,12,3,0,0,0,0,5/H,,karroky01
519,Brice Matthews,23,HOU,AL,0.1,11,40,35,5,5,0,0,3,8,0,0,2,18,.143,.211,.400,.611,64,.282,72,14,0,1,2,0,0,4/5H,,matthbr01
520,Ryan Bliss,25,SEA,AL,-0.2,11,39,35,1,7,1,0,1,3,2,2,4,11,.200,.282,.314,.596,73,.253,73,11,2,0,0,0,0,4,,blissry01
521,Jorge Barrosa#,24,ARI,NL,-0.5,15,38,36,2,4,3,0,0,4,0,0,0,10,.111,.132,.194,.326,-11,.142,-29,7,1,1,0,1,0,/87H9D,,barrojo01
522,Dustin Harris*,25,TEX,AL,0.2,16,38,35,4,7,2,0,1,1,1,1,3,11,.200,.263,.343,.606,76,.260,75,12,1,0,0,0,0,/78H9D,,harridu01
523,Tomás Nido,31,DET,AL,-0.1,10,37,35,4,12,0,0,0,2,0,0,0,10,.343,.361,.343,.704,98,.314,97,12,1,1,1,0,0,2/1,,nidoto01
524,Zac Veen*,23,COL,NL,-0.3,12,37,34,1,4,1,0,1,2,1,1,2,14,.118,.189,.235,.424,13,.183,-2,8,0,1,0,0,0,/79H,,veenza01
525,José Miranda,27,MIN,AL,-0.3,12,36,36,2,6,0,0,1,5,0,0,0,13,.167,.167,.250,.417,12,.177,-6,9,0,0,0,0,0,5/H,,miranjo01
526,Pablo Reyes,31,NYY,AL,-0.6,24,34,31,4,6,1,0,0,2,1,0,2,10,.194,.242,.226,.468,32,.221,23,7,0,0,1,0,0,H/94517D,,reyespa01
527,Aaron Schunk,27,COL,NL,-0.3,16,33,32,1,6,1,0,0,0,0,0,0,10,.188,.188,.219,.406,9,.180,-12,7,1,0,1,0,0,/64H5D,,schunaa01
528,Leo Jiménez,24,TOR,AL,-0.3,18,32,29,2,2,0,0,1,1,0,0,2,8,.069,.129,.172,.301,-18,.167,-15,5,1,0,1,0,0,4/H6D,,jimenle01
529,Shay Whitcomb,26,HOU,AL,-0.3,20,32,32,4,4,0,0,1,1,0,0,0,10,.125,.125,.219,.344,-7,.172,-7,7,0,0,0,0,0,/45HD7,,whitcsh01
530,Luke Williams,28,ATL,NL,-0.5,35,32,29,5,3,2,0,0,5,4,0,1,9,.103,.156,.172,.329,-7,.182,-18,5,2,1,0,1,0,6H/15D,,willilu01
531,Hunter Feduccia*,28,2TM,2LG,-0.1,14,32,27,3,4,2,0,0,0,1,0,5,8,.148,.281,.222,.503,44,.248,46,6,0,0,0,0,0,2/H3,,feduchu01
531,Hunter Feduccia*,28,LAD,NL,0.0,2,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,5,.233,40,0,0,0,0,0,0,/H3,,feduchu01
531,Hunter Feduccia*,28,TBR,AL,-0.1,12,29,25,3,4,2,0,0,0,1,0,4,7,.160,.276,.240,.516,47,.250,46,6,0,0,0,0,0,2/H,,feduchu01
532,Jose Barrero,27,STL,NL,-0.1,22,31,29,4,4,1,0,1,3,0,0,1,9,.138,.194,.276,.469,31,.210,25,8,0,1,0,0,0,/H48695,,garcijo02
533,Nate Eaton,28,BOS,AL,-0.2,15,31,28,5,7,2,0,0,1,3,1,1,10,.250,.290,.321,.612,71,.296,80,9,0,1,0,1,0,/57H18D,,eatonna01
534,Korey Lee,26,CHW,AL,0.2,14,31,28,7,7,3,0,0,1,0,0,2,5,.250,.300,.357,.657,84,.345,123,10,0,0,1,0,0,2/HD,,leeko01
535,Tyler Tolbert,27,KCR,AL,0.3,40,31,30,10,7,0,0,1,4,17,2,0,8,.233,.258,.333,.591,64,.389,82,10,0,1,0,0,0,H87/94D56,,tolbety01
536,Ildemaro Vargas#,33,ARI,NL,0.1,11,31,30,5,8,2,0,1,4,0,0,0,7,.267,.290,.433,.724,97,.315,94,13,0,1,0,0,0,/45HD6,,vargail01
537,Jerar Encarnación,27,SFG,NL,0.0,10,30,30,3,5,1,0,2,2,1,0,0,7,.167,.167,.400,.567,58,.242,48,12,2,0,0,0,0,/9H37,,encarje01
538,Troy Johnston*,28,MIA,NL,0.1,13,30,29,3,6,1,0,1,3,1,0,1,7,.207,.233,.345,.578,58,.258,48,10,0,0,0,0,0,/39H7D,,johnstr02
539,Zack Gelof,25,ATH,AL,-0.1,8,28,25,3,2,0,0,0,1,0,0,2,13,.080,.143,.080,.223,-35,.138,-32,2,0,0,0,1,0,/4,,gelofza01
540,Luke Maile,34,KCR,AL,0.1,12,28,24,3,5,1,0,1,2,0,0,4,8,.208,.321,.375,.696,95,.310,96,9,0,0,0,0,0,2/H,,mailelu01
541,Nicky Lopez*,30,2TM,2LG,-0.4,18,28,24,2,1,0,0,0,1,0,0,4,4,.042,.179,.042,.220,-31,.128,-28,1,1,0,0,0,0,5/6H147D,,lopezni01
541,Nicky Lopez*,30,LAA,AL,-0.2,4,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-131,0,0,0,0,0,0,/5167,,lopezni01
541,Nicky Lopez*,30,CHC,NL,-0.3,14,22,18,2,1,0,0,0,1,0,0,4,3,.056,.227,.056,.283,-11,.163,-1,1,1,0,0,0,0,5/H64D,,lopezni01
542,Luis Campusano,26,SDP,NL,-0.4,10,27,21,0,0,0,0,0,0,0,0,6,11,.000,.222,.000,.222,-31,.155,-19,0,2,0,0,0,0,/DH,,campulu01
543,Scott Kingery,31,LAA,AL,-0.5,14,27,25,3,4,1,0,0,0,1,1,2,10,.160,.222,.200,.422,19,.179,7,5,1,0,0,0,0,/468H9,,kingesc01
544,Michael Stefanic,29,TOR,AL,0.0,9,25,22,1,4,0,0,0,0,0,0,3,3,.182,.280,.182,.462,32,.221,28,4,0,0,0,0,0,/4H16,,stefami01
545,David Villar,28,SFG,NL,0.0,9,25,20,4,4,1,0,0,1,0,0,4,5,.200,.360,.250,.610,82,.295,92,5,1,1,0,0,0,/3H5D,,villada01
546,Logan Davidson#,27,ATH,AL,-0.3,9,24,20,1,3,1,0,0,2,0,0,3,12,.150,.261,.200,.461,31,.217,22,4,1,0,1,0,0,/35H4,,davidlo01
547,Jose Siri,29,NYM,NL,-0.2,10,24,20,5,1,1,0,0,1,2,0,4,8,.050,.208,.100,.308,-7,.189,0,2,0,0,0,0,0,/8H,,sirijo01
548,Tristin English,28,ARI,NL,-0.2,7,23,22,0,2,1,0,0,1,0,0,1,8,.091,.130,.136,.267,-26,.124,-41,3,0,0,0,0,0,/3,,englitr01
549,Esteury Ruiz,26,LAD,NL,-0.2,19,23,21,2,4,0,0,1,2,4,0,2,8,.190,.261,.333,.594,65,.305,61,7,0,0,0,0,0,7/H9,,ruizes01
550,José Fermín,26,STL,NL,0.4,12,22,20,2,7,2,0,1,2,1,0,2,3,.350,.409,.600,1.009,181,.441,180,12,0,0,0,0,0,/745H9D,,fermijo01
551,Drew Gilbert*,24,SFG,NL,-0.2,9,22,22,1,3,0,0,1,2,1,0,0,6,.136,.136,.273,.409,15,.186,6,6,0,0,0,0,0,/9H,,gilbedr01
552,Jordan Lawlar,22,ARI,NL,-0.4,8,22,19,1,0,0,0,0,0,0,0,3,9,.000,.136,.000,.136,-58,.095,-62,0,0,0,0,0,0,/4H56D,,lawlajo01
553,Ali Sánchez,28,2TM,AL,-0.2,9,22,22,2,5,2,0,0,0,0,0,0,5,.227,.227,.318,.545,49,.230,34,7,1,0,0,0,0,/2H13,,sanchal04
553,Ali Sánchez,28,TOR,AL,-0.2,8,21,21,2,5,2,0,0,0,0,0,0,5,.238,.238,.333,.571,56,.241,42,7,1,0,0,0,0,/213H,,sanchal04
553,Ali Sánchez,28,BOS,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/2H,,sanchal04
554,Chadwick Tromp,30,2TM,2LG,0.1,8,22,21,2,3,1,0,1,1,0,0,1,6,.143,.182,.333,.515,41,.261,61,7,1,0,0,0,0,/2,,trompch01
554,Chadwick Tromp,30,ATL,NL,0.0,2,6,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-47,.116,-43,0,1,0,0,0,0,/2,,trompch01
554,Chadwick Tromp,30,BAL,AL,0.1,6,16,16,2,3,1,0,1,1,0,0,0,4,.188,.188,.438,.625,69,.315,102,7,0,0,0,0,0,/2,,trompch01
555,Bobby Dalbec,30,CHW,AL,0.0,7,21,18,2,4,1,0,0,1,0,0,3,6,.222,.333,.278,.611,75,.280,75,5,1,0,0,0,0,/36H5,,dalbebo01
556,Luis Guillorme*,30,HOU,AL,-0.2,12,21,20,2,3,0,0,0,0,0,0,1,8,.150,.190,.150,.340,-3,.160,-16,3,2,0,0,0,0,/45H,,guilllu01
557,Keston Hiura,28,COL,NL,0.0,8,21,18,3,4,1,0,0,1,0,0,0,7,.222,.333,.278,.611,67,.293,71,5,0,3,0,0,0,/3,,hiurake01
558,Grant McCray*,24,SFG,NL,-0.4,9,21,20,1,2,0,1,0,1,0,0,0,10,.100,.100,.200,.300,-16,.124,-36,4,1,0,1,0,0,/978H,,mccragr01
559,Luis Vázquez,25,BAL,AL,-0.3,15,21,21,2,2,1,0,0,1,0,0,0,7,.095,.095,.143,.238,-34,.101,-54,3,0,0,0,0,0,/6H15D,,vazqulu01
560,José Azócar,29,2TM,NL,0.0,14,21,19,5,5,0,0,0,1,1,0,2,1,.263,.333,.263,.596,75,.288,76,5,0,0,0,0,0,/H978D,,azocajo01
560,José Azócar,29,NYM,NL,0.0,12,20,18,5,5,0,0,0,1,1,0,2,1,.278,.350,.278,.628,84,.303,86,5,0,0,0,0,0,/H789,,azocajo01
560,José Azócar,29,ATL,NL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-117,0,0,0,0,0,0,/H9D,,azocajo01
561,Buddy Kennedy,26,3TM,2LG,-0.4,8,21,19,1,1,1,0,0,0,0,0,2,6,.053,.143,.105,.248,-30,.125,-40,2,0,0,0,0,0,/534DH,,kennebu01
561,Buddy Kennedy,26,2TM,NL,-0.3,6,15,14,0,0,0,0,0,0,0,0,1,5,.000,.067,.000,.067,-79,.047,-95,0,0,0,0,0,0,/53DH,,kennebu01
561,Buddy Kennedy,26,PHI,NL,-0.1,4,8,7,0,0,0,0,0,0,0,0,1,2,.000,.125,.000,.125,-62,.087,-69,0,0,0,0,0,0,/35DH,,kennebu01
561,Buddy Kennedy,26,TOR,AL,-0.1,2,6,5,1,1,1,0,0,0,0,0,1,1,.200,.333,.400,.733,102,.321,101,2,0,0,0,0,0,/45,,kennebu01
561,Buddy Kennedy,26,LAD,NL,-0.2,2,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/5,,kennebu01
562,Moisés Ballesteros*,21,CHC,NL,-0.1,6,20,18,3,4,1,0,0,6,0,0,2,1,.222,.300,.278,.578,70,.263,70,5,1,0,0,0,0,/D,,ballemo01
563,Manuel Margot,30,DET,AL,-0.1,6,20,19,1,6,0,0,0,3,0,0,0,6,.316,.300,.316,.616,72,.262,59,6,0,0,0,1,0,/9H,,margoma01
564,Michael Siani*,25,STL,NL,-0.1,19,19,17,4,4,0,0,0,0,0,0,2,7,.235,.316,.235,.551,59,.264,62,4,0,0,0,0,0,8/H,,sianimi01
565,Akil Baddoo*,26,DET,AL,0.2,7,18,17,0,2,1,0,0,1,1,0,1,5,.118,.167,.176,.343,-4,.170,-18,3,0,0,0,0,0,/798H,,baddoak01
566,Blake Sabol*,27,BOS,AL,-0.2,8,18,16,2,2,1,0,0,1,0,0,1,7,.125,.167,.188,.354,-1,.156,-17,3,1,0,0,1,0,/2DH,,sabolbl01
567,Will Robertson*,27,2TM,AL,-0.4,7,18,16,1,1,0,0,0,1,0,0,1,11,.063,.167,.063,.229,-32,.127,-39,1,1,1,0,0,0,/798H,,roberwi02
567,Will Robertson*,27,TOR,AL,-0.2,3,12,10,0,1,0,0,0,1,0,0,1,7,.100,.250,.100,.350,3,.191,6,1,1,1,0,0,0,/789,,roberwi02
567,Will Robertson*,27,CHW,AL,-0.2,4,6,6,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/79H,,roberwi02
568,Drew Avans*,29,2TM,2LG,-0.4,8,18,17,1,2,0,0,0,1,1,0,0,6,.118,.111,.118,.229,-36,.113,-59,2,0,0,0,1,0,/789H,,avansdr01
568,Drew Avans*,29,ATH,AL,-0.3,7,15,15,1,2,0,0,0,0,1,0,0,5,.133,.133,.133,.267,-25,.135,-46,2,0,0,0,0,0,/789H,,avansdr01
568,Drew Avans*,29,MIL,NL,-0.1,1,3,2,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,.000,-123,0,0,0,0,1,0,/7,,avansdr01
569,CJ Alexander*,28,ATH,AL,-0.2,6,17,17,0,3,0,0,0,0,0,0,0,8,.176,.176,.176,.353,-1,.157,-18,3,0,0,0,0,0,/35H79,,alexacj01
570,Owen Miller,28,COL,NL,0.0,9,17,14,0,2,0,0,0,1,1,0,2,4,.143,.294,.143,.437,23,.246,28,2,0,1,0,0,0,/4H5D,,milleow01
571,Everson Pereira,24,TBR,AL,-0.2,5,17,16,1,2,1,0,0,0,0,0,1,8,.125,.176,.188,.364,2,.166,-9,3,1,0,0,0,0,/8H,,pereiev01
572,Gage Workman*,25,2TM,2LG,-0.3,12,17,16,0,3,1,0,0,2,1,0,1,7,.188,.235,.250,.485,41,.230,35,4,0,0,0,0,0,/56HD,,workmga01
