Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru,Name-additional
220,Stuart Fairchild,28,CIN,233,853,3.66,537,63.0%,20.3%,28.3%,23.1%,28.3%,79.7%,0.0%,50.2%,64.5%,41.2%,3.0%,7,1,12.0%,28,18,7.3%,17,13,12,48,20.0%,0,0,0,faircst01
221,Kyle Farmer,33,MIN,242,882,3.64,591,66.6%,27.4%,15.9%,28.1%,28.4%,72.4%,0.0%,48.5%,77.9%,26.0%,6.2%,15,0,15.3%,37,7,5.8%,14,3,11,38,22.4%,0,0,0,farmeky01
222,Hunter Feduccia*,27,LAD,14,57,4.07,34,59.6%,23.5%,14.7%,32.4%,29.4%,76.5%,0.0%,45.6%,80.8%,28.6%,14.3%,2,0,14.3%,2,0,14.3%,2,0,1,1,50.0%,0,0,0,feduchu01
223,Freddy Fermin,29,KCR,369,1434,3.89,937,65.2%,22.0%,17.9%,30.5%,29.6%,78.0%,0.0%,51.0%,77.0%,38.8%,1.9%,7,0,10.3%,38,26,3.5%,13,11,20,46,30.3%,0,0,0,fermifr01
224,José Fermín,25,STL,79,327,4.14,209,63.9%,36.8%,7.2%,27.3%,28.7%,63.2%,0.0%,40.4%,88.6%,13.9%,1.3%,1,0,12.7%,10,2,8.9%,7,4,4,7,36.4%,0,0,0,fermijo01
225,Tyler Fitzgerald,26,SFG,341,1330,3.90,868,65.2%,27.0%,22.8%,26.4%,23.8%,73.0%,0.0%,47.7%,68.8%,33.1%,4.7%,16,1,11.4%,39,15,7.9%,27,19,25,83,23.1%,0,0,0,fitzgty01
226,David Fletcher,30,ATL,9,27,3.00,23,85.2%,34.8%,0.0%,30.4%,34.8%,65.2%,0.0%,55.6%,100.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0,fletcda02
227,Dominic Fletcher*,26,CHW,241,900,3.73,612,67.6%,30.6%,14.7%,27.1%,27.6%,69.4%,0.0%,47.2%,78.8%,30.7%,5.4%,13,0,13.3%,32,8,5.8%,14,9,20,38,34.5%,0,0,0,fletcdo01
228,Wilmer Flores,32,SFG,243,964,3.97,628,65.0%,32.6%,9.4%,28.3%,29.6%,67.4%,0.0%,43.9%,86.1%,19.8%,4.1%,10,0,14.4%,35,9,7.4%,18,10,13,20,39.4%,0,0,0,florewi01
229,Estevan Florial*,26,CLE,111,450,4.05,287,63.6%,19.9%,33.8%,26.1%,20.2%,80.1%,0.0%,51.1%,57.8%,36.0%,3.6%,4,0,9.9%,11,5,9.0%,10,3,9,32,22.0%,0,0,0,flories01
230,Mike Ford*,31,CIN,63,229,3.63,150,65.5%,24.0%,19.3%,26.7%,30.0%,76.0%,0.0%,49.8%,74.6%,38.1%,1.6%,1,0,11.1%,7,6,7.9%,5,5,5,10,33.3%,0,0,0,fordmi01
231,Nick Fortes,27,MIA,336,1154,3.43,780,67.5%,26.9%,9.6%,27.6%,35.8%,72.9%,0.0%,49.3%,86.7%,40.5%,1.8%,6,0,8.3%,28,13,4.8%,16,6,14,26,35.0%,0,0,0,forteni01
232,Justin Foscue,25,TEX,44,187,4.25,125,66.8%,25.6%,20.8%,34.4%,19.2%,74.4%,0.0%,49.7%,72.0%,31.8%,2.3%,1,0,15.9%,7,4,6.8%,3,2,3,15,16.7%,0,0,0,foscuju01
233,Jake Fraley*,29,CIN,382,1331,3.48,895,67.2%,13.9%,18.3%,36.2%,31.6%,86.1%,0.0%,57.9%,78.7%,50.5%,2.9%,11,0,9.2%,35,20,6.3%,24,13,9,61,12.9%,0,0,0,fraleja01
234,Ty France,29,TOT,536,2028,3.78,1298,63.9%,20.0%,19.3%,32.1%,28.5%,80.0%,0.0%,51.2%,75.8%,36.6%,3.0%,16,0,9.7%,52,28,6.9%,37,23,30,84,26.3%,0,0,0,francty01
235,Ty France,29,SEA,340,1344,3.95,843,62.7%,23.1%,18.3%,32.7%,25.9%,76.9%,0.0%,48.2%,76.2%,32.6%,3.8%,13,0,11.5%,39,18,7.9%,27,16,26,57,31.3%,0,0,0,francty01
236,Ty France,29,CIN,196,684,3.49,455,66.4%,14.3%,21.3%,31.0%,33.4%,85.7%,0.0%,57.0%,75.1%,43.4%,1.5%,3,0,6.6%,13,10,5.1%,10,7,4,27,12.9%,0,0,0,francty01
237,Adam Frazier*,32,KCR,294,1211,4.12,797,65.8%,28.6%,13.4%,32.1%,25.8%,71.4%,0.0%,47.0%,81.2%,17.7%,2.4%,7,0,13.3%,39,17,8.2%,24,13,13,46,22.0%,0,0,0,fraziad01
238,Freddie Freeman*,34,LAD,640,2522,3.94,1554,60.9%,19.9%,16.2%,35.0%,29.0%,80.1%,0.0%,49.4%,79.8%,36.3%,6.1%,39,7,15.5%,99,50,10.5%,67,39,21,79,21.0%,0,0,0,freemfr01
239,Tyler Freeman,25,CLE,385,1381,3.59,908,65.5%,28.7%,11.7%,28.4%,31.2%,71.3%,0.0%,46.9%,83.6%,26.2%,4.2%,16,0,12.5%,48,17,8.1%,31,14,19,34,35.8%,0,0,0,freemty01
240,Sal Frelick*,24,MIL,524,2046,3.90,1315,64.2%,35.3%,8.4%,25.6%,30.6%,64.6%,0.0%,41.5%,87.0%,19.5%,3.8%,20,0,14.1%,74,11,8.2%,43,18,37,40,48.1%,0,0,0,frelisa01
241,TJ Friedl*,28,CIN,342,1286,3.76,807,62.7%,30.9%,12.4%,25.7%,31.1%,69.1%,0.0%,43.4%,82.1%,16.1%,3.5%,12,0,14.9%,51,27,8.5%,29,13,14,38,26.9%,0,0,0,friedtj01
242,David Fry,28,CLE,394,1515,3.85,977,63.9%,23.6%,18.9%,31.1%,26.3%,76.4%,0.0%,49.2%,75.2%,35.3%,4.6%,18,1,13.5%,53,26,7.9%,31,13,26,58,31.0%,0,0,0,fryda01
243,Joey Gallo*,30,WSN,261,1075,4.12,650,60.4%,25.1%,29.7%,26.5%,18.8%,74.9%,0.0%,45.3%,60.4%,34.5%,3.4%,9,0,12.6%,33,15,10.0%,26,16,30,72,29.4%,0,0,0,gallojo01
244,Ben Gamel*,32,TOT,99,381,3.85,221,57.3%,33.9%,22.6%,17.6%,25.8%,66.1%,0.0%,38.3%,65.8%,25.3%,9.1%,9,0,14.1%,14,3,13.1%,13,5,8,16,33.3%,0,0,0,gamelbe01
245,Ben Gamel*,32,NYM,30,120,4.00,68,56.2%,30.9%,25.0%,20.6%,23.5%,69.1%,0.0%,39.2%,63.8%,20.0%,0.0%,0,0,10.0%,3,3,10.0%,3,1,2,5,28.6%,0,0,0,gamelbe01
246,Ben Gamel*,32,HOU,69,261,3.78,153,57.7%,35.3%,21.6%,16.3%,26.8%,64.7%,0.0%,37.9%,66.7%,27.5%,13.0%,9,0,15.9%,11,0,14.5%,10,4,6,11,35.3%,0,0,0,gamelbe01
247,Adolis García,31,TEX,637,2534,3.98,1640,64.5%,19.6%,27.6%,27.9%,24.9%,80.4%,0.0%,52.1%,65.7%,41.4%,3.1%,20,4,10.4%,66,31,9.6%,61,42,23,154,13.0%,0,0,0,garciad02
248,Aramis Garcia,31,PHI,7,36,5.14,23,63.9%,17.4%,26.1%,39.1%,17.4%,82.6%,0.0%,52.8%,68.4%,28.6%,0.0%,0,0,14.3%,1,0,0.0%,0,0,0,3,0.0%,0,0,0,garciar01
249,Avisaíl García,33,MIA,51,186,3.65,128,68.1%,10.9%,25.8%,32.8%,28.9%,87.5%,0.0%,60.2%,69.3%,47.1%,2.0%,1,0,7.8%,4,2,5.9%,3,1,1,12,7.7%,0,0,0,garciav01
250,Luis García Jr.*,24,WSN,528,1883,3.57,1265,66.9%,23.0%,16.4%,27.8%,32.8%,77.0%,0.0%,51.7%,78.7%,33.7%,2.8%,15,1,12.3%,65,38,6.3%,33,25,22,64,25.6%,0,0,0,garcilu04
251,Maikel Garcia,24,KCR,627,2360,3.76,1511,64.0%,32.2%,10.7%,25.3%,31.8%,67.8%,0.0%,43.4%,84.3%,29.2%,4.1%,26,0,12.9%,81,39,10.2%,64,37,40,63,38.8%,0,0,0,garcima01
252,Stone Garrett,28,WSN,6,31,5.17,17,54.8%,5.9%,17.6%,47.1%,29.4%,94.1%,0.0%,51.6%,81.3%,50.0%,0.0%,0,0,33.3%,2,2,0.0%,0,0,0,0,,0,0,0,garrest01
253,Mitch Garver,33,SEA,431,1815,4.21,1104,60.8%,36.4%,19.6%,22.6%,21.5%,63.6%,0.0%,38.7%,69.2%,20.0%,4.6%,20,4,14.2%,61,14,10.4%,45,20,34,99,25.6%,0,0,0,garvemi01
254,Mickey Gasper#,28,BOS,23,92,4.00,56,60.9%,50.0%,10.7%,21.4%,17.9%,50.0%,0.0%,30.4%,78.6%,17.4%,8.7%,2,0,17.4%,4,0,8.7%,2,1,2,6,25.0%,0,0,0,gaspemi01
255,Zack Gelof,24,OAK,548,2055,3.75,1361,66.2%,22.3%,28.3%,26.2%,23.3%,77.7%,0.0%,51.5%,63.6%,39.8%,2.6%,14,0,11.7%,64,36,7.8%,43,19,33,155,17.6%,0,0,0,gelofza01
256,Tyler Gentry,25,KCR,5,20,4.00,13,65.0%,23.1%,23.1%,30.8%,23.1%,76.9%,0.0%,50.0%,70.0%,40.0%,0.0%,0,0,20.0%,1,0,20.0%,1,1,1,1,50.0%,0,0,0,gentrty01
257,Andrés Giménez*,25,CLE,634,2400,3.79,1654,68.8%,18.1%,18.7%,33.3%,29.9%,81.9%,0.0%,56.4%,77.1%,32.6%,2.8%,18,0,9.6%,61,28,6.5%,41,31,8,89,8.2%,0,0,0,gimenan01
258,Paul Goldschmidt,36,STL,657,2719,4.14,1783,65.4%,27.3%,19.9%,28.7%,24.2%,72.7%,0.0%,47.7%,72.7%,29.8%,4.0%,26,4,12.6%,83,36,8.4%,55,28,43,130,24.9%,0,0,0,goldspa01
259,Yan Gomes,36,CHC,96,375,3.91,271,72.1%,18.8%,27.7%,32.5%,21.0%,81.2%,0.0%,58.7%,65.9%,32.3%,2.1%,2,0,10.4%,10,5,7.3%,7,6,3,33,8.3%,0,0,0,gomesya01
260,Nick Gonzales,25,PIT,388,1371,3.53,919,66.8%,16.2%,20.9%,31.3%,31.6%,83.8%,0.0%,56.2%,75.1%,43.8%,2.3%,9,0,9.8%,38,24,4.1%,16,13,12,62,16.2%,0,0,0,gonzani01
261,Romy Gonzalez,27,BOS,216,826,3.82,562,67.9%,18.9%,23.7%,31.7%,25.8%,81.1%,0.0%,55.2%,70.8%,42.1%,3.2%,7,2,9.7%,21,11,6.9%,15,9,9,49,15.5%,0,0,0,gonzaro01
262,Hunter Goodman,24,COL,224,828,3.70,574,69.3%,16.4%,26.3%,31.4%,26.0%,83.6%,0.0%,58.0%,68.5%,41.5%,2.2%,5,0,6.3%,14,7,4.9%,11,6,5,59,7.8%,0,0,0,goodmhu01
263,Niko Goodrum#,32,TOT,34,140,4.12,87,62.1%,33.3%,21.8%,21.8%,23.0%,66.7%,0.0%,41.4%,67.2%,20.6%,2.9%,1,0,23.5%,8,5,17.6%,6,4,3,7,30.0%,0,0,0,goodrni01
264,Niko Goodrum#,32,TBR,19,77,4.05,47,61.0%,31.9%,21.3%,23.4%,23.4%,68.1%,0.0%,41.6%,68.8%,21.1%,5.3%,1,0,26.3%,5,3,10.5%,2,2,2,4,33.3%,0,0,0,goodrni01
265,Niko Goodrum#,32,LAA,15,63,4.20,40,63.5%,35.0%,22.5%,20.0%,22.5%,65.0%,0.0%,41.3%,65.4%,20.0%,0.0%,0,0,20.0%,3,2,26.7%,4,2,1,3,25.0%,0,0,0,goodrni01
266,Nick Gordon*,28,MIA,276,1008,3.65,704,69.8%,14.3%,27.4%,30.4%,27.8%,85.7%,0.0%,59.8%,68.0%,44.2%,1.8%,5,0,8.3%,23,16,4.7%,13,10,8,59,11.9%,0,0,0,gordoni01
267,Nolan Gorman*,24,STL,404,1595,3.95,1044,65.3%,22.1%,30.2%,27.0%,20.7%,77.9%,0.0%,51.0%,61.3%,39.4%,4.7%,19,4,10.9%,44,17,8.9%,36,21,30,121,19.9%,0,0,0,gormano01
268,Yasmani Grandal#,35,PIT,243,952,3.92,609,64.0%,36.1%,12.8%,22.7%,28.4%,63.9%,0.0%,40.9%,79.9%,21.4%,4.1%,10,0,14.0%,34,6,10.7%,26,16,14,31,30.4%,0,0,0,grandya01
269,Tristan Gray*,28,TOT,31,123,3.97,78,63.4%,17.9%,42.3%,24.4%,15.4%,82.1%,0.0%,52.0%,48.4%,45.2%,9.7%,3,0,12.9%,4,1,6.5%,2,1,2,14,12.5%,0,0,0,graytr01
270,Tristan Gray*,28,MIA,7,30,4.29,19,63.3%,15.8%,36.8%,26.3%,21.1%,84.2%,0.0%,53.3%,56.3%,28.6%,0.0%,0,0,14.3%,1,1,14.3%,1,1,1,2,33.3%,0,0,0,graytr01
271,Tristan Gray*,28,OAK,24,93,3.88,59,63.4%,18.6%,44.1%,23.7%,13.6%,81.4%,0.0%,51.6%,45.8%,50.0%,12.5%,3,0,12.5%,3,0,4.2%,1,0,1,12,7.7%,0,0,0,graytr01
272,Riley Greene*,23,DET,587,2415,4.11,1481,61.1%,27.8%,19.3%,28.6%,24.2%,72.2%,0.0%,44.3%,73.2%,30.0%,5.8%,34,5,15.8%,93,31,8.2%,48,27,37,119,23.7%,0,0,0,greenri03
273,Randal Grichuk,32,ARI,279,1088,3.90,692,63.4%,25.3%,15.2%,28.9%,30.3%,74.4%,0.0%,47.3%,79.3%,26.5%,5.0%,14,5,14.3%,40,19,9.3%,26,17,12,33,26.7%,0,0,0,grichra01
274,Trent Grisham*,27,NYY,209,854,4.09,517,60.3%,38.3%,14.3%,22.8%,24.4%,61.5%,0.0%,37.2%,76.5%,17.2%,5.3%,11,0,14.8%,31,11,9.1%,19,10,22,35,38.6%,0,0,0,grishtr01
275,Vaughn Grissom,23,BOS,114,443,3.89,290,65.3%,30.7%,15.5%,25.5%,28.3%,69.3%,0.0%,45.4%,77.6%,22.8%,3.5%,4,0,11.4%,13,6,7.9%,9,5,10,14,41.7%,0,0,0,grissva01
276,Robbie Grossman#,34,TOT,245,1031,4.21,606,58.7%,38.3%,14.0%,22.6%,25.1%,61.7%,0.0%,36.3%,77.3%,23.3%,3.7%,9,0,13.1%,32,14,13.5%,33,16,27,31,46.6%,0,0,0,grossro01
277,Robbie Grossman#,34,CHW,85,378,4.45,219,57.8%,34.7%,13.7%,27.9%,23.7%,65.3%,0.0%,37.8%,79.0%,24.7%,3.5%,3,0,10.6%,9,5,20.0%,17,10,9,11,45.0%,0,0,0,grossro01
278,Robbie Grossman#,34,TEX,122,503,4.12,297,59.0%,39.7%,12.8%,20.2%,27.3%,60.3%,0.0%,35.6%,78.8%,20.5%,2.5%,3,0,15.6%,19,9,9.8%,12,5,12,13,48.0%,0,0,0,grossro01
279,Robbie Grossman#,34,KCR,38,150,3.95,90,60.0%,42.2%,18.9%,17.8%,21.1%,57.8%,0.0%,34.7%,67.3%,28.9%,7.9%,3,0,10.5%,4,0,10.5%,4,1,6,7,46.2%,0,0,0,grossro01
280,Vladimir Guerrero Jr.,25,TOR,698,2602,3.73,1655,62.6%,24.5%,16.2%,27.6%,31.7%,75.5%,0.0%,48.0%,78.5%,27.1%,4.0%,28,4,13.0%,91,42,7.2%,50,23,20,76,20.8%,0,0,0,guerrvl02
281,Luis Guillorme*,29,TOT,187,805,4.30,499,62.0%,31.5%,12.8%,30.1%,25.7%,68.5%,0.0%,42.5%,81.3%,18.2%,4.8%,9,0,15.5%,29,12,11.8%,22,11,10,26,27.8%,0,0,0,guilllu01
282,Luis Guillorme*,29,TOT,70,310,4.43,188,60.6%,28.7%,14.9%,32.4%,23.9%,71.3%,0.0%,43.2%,79.1%,21.4%,7.1%,5,0,18.6%,13,6,15.7%,11,5,4,9,30.8%,0,0,0,guilllu01
283,Luis Guillorme*,29,ATL,21,85,4.05,54,63.5%,24.1%,22.2%,25.9%,27.8%,75.9%,0.0%,48.2%,70.7%,28.6%,9.5%,2,0,19.0%,4,2,9.5%,2,2,0,5,0.0%,0,0,0,guilllu01
284,Luis Guillorme*,29,LAA,117,495,4.23,311,62.8%,33.1%,11.6%,28.6%,26.7%,66.9%,0.0%,42.0%,82.7%,16.2%,3.4%,4,0,13.7%,16,6,9.4%,11,6,6,17,26.1%,0,0,0,guilllu01
285,Luis Guillorme*,29,ARI,49,225,4.59,134,59.6%,30.6%,11.9%,35.1%,22.4%,69.4%,0.0%,41.3%,82.8%,18.4%,6.1%,3,0,18.4%,9,4,18.4%,9,3,4,4,50.0%,0,0,0,guilllu01
286,Lourdes Gurriel Jr.,30,ARI,555,2083,3.75,1391,66.6%,23.5%,15.5%,31.1%,30.0%,76.5%,0.0%,51.1%,79.8%,31.7%,2.3%,13,0,10.5%,58,26,5.9%,33,16,23,78,22.8%,0,0,0,gurrilo01
287,Yuli Gurriel,40,KCR,65,281,4.32,176,62.6%,31.3%,15.3%,30.1%,23.3%,68.8%,0.0%,43.1%,77.7%,18.5%,10.8%,7,0,21.5%,14,2,6.2%,4,1,4,11,26.7%,0,0,0,gourryu01
288,Eric Haase,31,MIL,69,270,3.91,187,69.3%,29.9%,27.3%,22.5%,20.3%,70.1%,0.0%,48.5%,61.1%,26.1%,4.3%,3,0,8.7%,6,3,2.9%,2,2,5,23,17.9%,0,0,0,haaseer01
289,Sam Haggerty#,30,SEA,16,59,3.69,37,62.7%,24.3%,21.6%,24.3%,29.7%,75.7%,0.0%,47.5%,71.4%,37.5%,0.0%,0,0,18.8%,3,3,18.8%,3,2,1,3,25.0%,0,0,0,haggesa01
290,David Hamilton*,26,BOS,320,1190,3.72,769,64.6%,29.0%,18.2%,25.0%,27.8%,71.0%,0.0%,45.9%,74.4%,33.8%,4.7%,15,0,10.6%,34,12,7.8%,25,19,20,60,25.0%,0,0,0,hamilda03
291,Garrett Hampson,29,KCR,232,883,3.81,588,66.4%,28.6%,16.3%,28.2%,26.9%,71.4%,0.0%,47.6%,77.1%,28.0%,3.9%,9,0,12.5%,29,12,4.7%,11,5,18,41,30.5%,0,0,0,hampsga01
292,Mitch Haniger,33,SEA,426,1758,4.13,1078,61.3%,28.2%,23.2%,25.0%,23.7%,71.8%,0.0%,44.0%,67.7%,26.5%,3.1%,13,0,12.0%,51,25,11.7%,50,33,29,97,23.0%,0,0,0,hanigmi01
293,Ian Happ#,29,CHC,660,2721,4.12,1676,61.4%,25.5%,20.8%,29.7%,24.0%,74.5%,0.0%,45.9%,72.1%,33.8%,5.0%,33,2,15.5%,102,37,10.2%,67,33,35,133,20.8%,0,0,0,happia01
294,Bryce Harper*,31,PHI,632,2469,3.91,1542,61.3%,15.4%,22.6%,35.1%,26.9%,84.6%,0.0%,52.9%,73.3%,46.7%,7.3%,46,7,15.3%,97,36,10.4%,66,32,20,118,14.5%,0,0,0,harpebr03
295,Brett Harris,26,OAK,123,493,4.01,296,60.0%,31.8%,16.2%,25.3%,26.7%,68.2%,0.0%,41.0%,76.2%,30.1%,7.3%,9,0,15.4%,19,6,10.6%,13,6,4,21,16.0%,0,0,0,harribr02
296,Dustin Harris*,24,TEX,7,23,3.29,14,60.9%,28.6%,21.4%,21.4%,28.6%,71.4%,0.0%,43.5%,70.0%,14.3%,14.3%,1,0,28.6%,2,0,0.0%,0,0,0,2,0.0%,0,0,0,harridu01
297,Michael Harris II*,23,ATL,470,1685,3.59,1168,69.1%,20.5%,19.9%,29.6%,29.9%,79.5%,0.0%,55.1%,74.9%,36.8%,3.6%,17,0,10.9%,51,11,6.4%,30,18,8,86,8.5%,0,0,0,harrimi04
298,Ke'Bryan Hayes,27,PIT,396,1470,3.71,948,64.3%,30.6%,12.6%,25.8%,31.0%,69.4%,0.0%,44.8%,81.9%,27.8%,3.8%,15,3,13.9%,55,30,6.8%,27,17,32,43,42.7%,0,0,0,hayeske01
299,Austin Hays,28,TOT,255,845,3.31,580,68.2%,20.7%,23.1%,25.3%,30.9%,79.3%,0.0%,54.4%,70.9%,40.8%,2.7%,7,0,10.6%,27,16,5.1%,13,9,10,49,16.9%,0,0,0,haysau01
300,Austin Hays,28,BAL,175,576,3.29,382,65.7%,20.7%,23.6%,24.3%,31.4%,79.3%,0.0%,52.6%,70.3%,38.3%,3.4%,6,0,12.0%,21,12,6.3%,11,7,7,33,17.5%,0,0,0,haysau01
301,Austin Hays,28,PHI,80,269,3.36,198,73.6%,20.7%,22.2%,27.3%,29.8%,79.3%,0.0%,58.4%,72.0%,46.3%,1.3%,1,0,7.5%,6,4,2.5%,2,2,3,16,15.8%,0,0,0,haysau01
302,Austin Hedges,31,CLE,147,547,3.72,370,67.5%,19.5%,26.5%,30.5%,23.5%,80.5%,0.0%,54.5%,67.1%,45.6%,1.4%,2,0,10.2%,15,11,6.1%,9,8,10,40,20.0%,0,0,0,hedgeau01
303,Jonah Heim#,29,TEX,491,1781,3.63,1187,66.6%,18.5%,16.8%,33.4%,31.3%,81.5%,0.0%,54.3%,79.3%,38.7%,1.4%,7,1,12.2%,60,41,7.1%,35,25,11,79,12.2%,0,0,0,heimjo01
304,Tyler Heineman#,33,TOT,16,61,3.81,39,62.9%,20.5%,17.9%,46.2%,15.4%,79.5%,0.0%,50.8%,77.4%,43.8%,6.3%,1,0,12.5%,2,1,18.8%,3,1,3,3,50.0%,0,0,0,heinety01
305,Tyler Heineman#,33,BOS,3,9,3.00,8,80.0%,12.5%,12.5%,62.5%,12.5%,87.5%,0.0%,77.8%,85.7%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0,heinety01
306,Tyler Heineman#,33,TOR,13,52,4.00,31,59.6%,22.6%,19.4%,41.9%,16.1%,77.4%,0.0%,46.2%,75.0%,46.2%,7.7%,1,0,15.4%,2,1,23.1%,3,1,3,2,60.0%,0,0,0,heinety01
307,Michael Helman,28,MIN,10,28,2.80,22,78.6%,31.8%,22.7%,13.6%,31.8%,68.2%,0.0%,53.6%,66.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0,helmami01
308,Gunnar Henderson*,23,BAL,719,2896,4.03,1766,60.7%,27.4%,17.7%,28.0%,26.9%,72.5%,0.0%,44.2%,75.6%,25.2%,5.0%,36,3,15.9%,114,47,11.8%,85,50,46,113,28.9%,0,0,0,hendegu01
309,David Hensley,28,MIA,58,250,4.31,148,59.0%,43.2%,18.2%,14.9%,23.6%,56.8%,0.0%,33.6%,67.9%,19.0%,1.7%,1,0,8.6%,5,1,19.0%,11,6,5,12,29.4%,0,0,0,henslda01
310,Darell Hernaiz,22,OAK,135,510,3.78,329,64.4%,28.0%,17.9%,24.9%,29.2%,72.0%,0.0%,46.5%,75.1%,30.4%,2.2%,3,0,13.3%,18,5,7.4%,10,4,4,23,14.8%,0,0,0,hernada04
311,Enrique Hernández,32,LAD,395,1518,3.84,1014,66.8%,26.7%,16.8%,28.0%,28.5%,73.3%,0.0%,48.9%,77.1%,27.1%,4.3%,17,4,12.7%,50,14,7.8%,31,15,18,59,23.4%,0,0,0,hernaen02
312,Teoscar Hernández,31,LAD,652,2608,4.00,1681,64.1%,20.6%,27.0%,28.4%,24.0%,79.4%,0.0%,51.2%,66.0%,36.0%,4.1%,27,3,11.2%,73,27,6.3%,41,22,25,163,13.3%,0,0,0,hernate01
313,Iván Herrera,24,STL,260,1037,3.99,651,62.8%,30.4%,17.2%,24.9%,27.5%,69.6%,0.0%,43.7%,75.3%,28.8%,5.0%,13,2,12.3%,32,15,10.8%,28,15,12,41,22.6%,0,0,0,herreiv01
314,José Herrera#,27,ARI,114,501,4.39,312,62.3%,33.7%,16.0%,25.3%,25.0%,66.3%,0.0%,41.3%,75.8%,16.7%,2.6%,3,0,14.0%,16,6,11.4%,13,8,8,19,29.6%,0,0,0,herrejo04
315,Jason Heyward*,34,TOT,258,1024,3.97,666,64.5%,23.7%,18.3%,31.1%,26.9%,76.3%,0.0%,49.6%,76.0%,29.1%,5.0%,13,1,14.7%,38,15,9.3%,24,9,6,47,11.3%,0,0,0,heywaja01
316,Jason Heyward*,34,LAD,197,786,3.99,503,63.9%,23.5%,18.1%,30.6%,27.8%,76.5%,0.0%,49.0%,76.4%,29.4%,5.6%,11,1,14.7%,29,10,9.6%,19,7,4,32,11.1%,0,0,0,heywaja01
317,Jason Heyward*,34,HOU,61,238,3.90,163,66.3%,24.5%,19.0%,32.5%,23.9%,75.5%,0.0%,51.7%,74.8%,27.9%,3.3%,2,0,14.8%,9,5,8.2%,5,2,2,15,11.8%,0,0,0,heywaja01
318,Brewer Hicklen,28,MIL,5,29,5.80,20,69.0%,20.0%,35.0%,40.0%,5.0%,80.0%,0.0%,55.2%,56.3%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,25.0%,0,0,0,hicklbr01
319,Aaron Hicks#,34,LAA,63,284,4.51,180,63.4%,30.6%,22.8%,27.8%,18.9%,69.4%,0.0%,44.0%,67.2%,28.6%,1.6%,1,0,12.7%,8,5,15.9%,10,5,7,16,30.4%,0,0,0,hicksaa01
320,Kyle Higashioka,34,SDP,263,1062,4.04,699,65.8%,29.5%,18.0%,27.6%,24.9%,70.5%,0.0%,46.4%,74.4%,21.3%,2.7%,7,0,8.4%,22,9,6.1%,16,8,19,54,25.7%,0,0,0,higasky01
321,Derek Hill,28,TOT,172,609,3.54,421,69.1%,21.6%,27.6%,24.9%,25.9%,78.4%,0.0%,54.2%,64.8%,36.6%,1.7%,3,0,10.5%,18,13,6.4%,11,6,9,47,16.1%,0,0,0,hillde01
322,Derek Hill,28,TOT,127,451,3.55,311,69.0%,23.2%,25.1%,26.0%,25.7%,76.8%,0.0%,53.0%,67.4%,30.7%,2.4%,3,0,11.0%,14,9,7.1%,9,5,8,34,19.0%,0,0,0,hillde01
323,Derek Hill,28,TEX,45,158,3.51,110,69.6%,17.3%,34.5%,21.8%,26.4%,82.7%,0.0%,57.6%,58.2%,53.3%,0.0%,0,0,8.9%,4,4,4.4%,2,1,1,13,7.1%,0,0,0,hillde01
324,Derek Hill,28,SFG,13,45,3.46,27,60.0%,11.1%,25.9%,29.6%,33.3%,88.9%,0.0%,53.3%,70.8%,30.8%,0.0%,0,0,23.1%,3,2,7.7%,1,1,0,3,0.0%,0,0,0,hillde01
325,Derek Hill,28,MIA,114,406,3.56,284,70.0%,24.3%,25.0%,25.7%,25.0%,75.7%,0.0%,53.0%,67.0%,30.7%,2.6%,3,0,9.6%,11,7,7.0%,8,4,8,31,20.5%,0,0,0,hillde01
326,Sam Hilliard*,30,COL,159,648,4.08,406,62.1%,25.1%,30.5%,22.7%,21.7%,74.9%,0.0%,46.9%,59.2%,30.2%,8.2%,13,1,18.9%,30,10,7.5%,12,8,9,47,16.1%,0,0,0,hillisa01
327,Rece Hinds,23,CIN,51,183,3.59,124,67.4%,16.9%,31.5%,26.6%,24.2%,82.3%,0.0%,55.7%,61.2%,52.9%,3.9%,2,1,9.8%,5,2,5.9%,3,1,3,13,18.8%,0,0,0,hindsre01
328,Keston Hiura,27,LAA,27,93,3.44,69,74.2%,26.1%,29.0%,20.3%,24.6%,73.9%,0.0%,54.8%,60.8%,33.3%,0.0%,0,0,11.1%,3,1,0.0%,0,0,2,8,20.0%,0,0,0,hiurake01
329,Nico Hoerner,27,CHC,641,2314,3.61,1561,67.3%,28.3%,8.5%,29.9%,33.2%,71.7%,0.0%,48.4%,88.0%,27.0%,4.7%,30,1,11.4%,73,14,7.3%,47,13,20,46,30.3%,0,0,0,hoernni01
